"species","countries"
"Nandinia_binotata","AGO, BDI, BEN, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GMB, GNB, GNQ, KEN, LBR, MOZ, MWI, NGA, RWA, SEN, SLE, SSD, TGO, TZA, UGA, ZMB, ZWE"
"Nasua_narica","BLZ, COL, CRI, ECU, GTM, HND, MEX, NIC, PAN, PER, SLV, USA"
"Nasua_nasua","ARG, BOL, BRA, COL, ECU, GUF, GUY, PER, PRY, SUR, URY, VEN"
"Nasuella_meridensis","VEN"
"Nasuella_olivacea","COL, ECU, PER, VEN"
"Neofelis_diardi","BRN, IDN, MYS"
"Neofelis_nebulosa","BGD, BTN, CHN, IND, KHM, LAO, MMR, MYS, NPL, THA, VNM, Z07"
"Neovison_vison","CAN, USA"
"Nyctereutes_procyonoides","CHN, JPN, KOR, MNG, PRK, RUS, VNM"
"Otocolobus_manul","AFG, BTN, CHN, IND, IRN, KAZ, KGZ, MNG, NPL, PAK, RUS, TJK, TKM, Z01, Z03, Z06, Z08"
"Otocyon_megalotis","AGO, BWA, ETH, KEN, LSO, MOZ, NAM, SOM, SSD, TZA, UGA, ZAF, ZMB, ZWE"
"Paguma_larvata","AFG, BGD, BRN, BTN, CHN, IDN, IND, KHM, LAO, MMR, MYS, NPL, PAK, SGP, THA, TWN, VNM, Z01, Z06, Z07"
"Panthera_leo","AGO, BDI, BEN, BFA, BWA, CAF, CMR, COD, ETH, GIN, IND, KEN, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SSD, TCD, TZA, UGA, ZAF, ZMB, ZWE"
"Panthera_onca","ARG, BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SUR, VEN"
"Panthera_pardus","AFG, AGO, ARM, AZE, BDI, BEN, BFA, BGD, BTN, BWA, CAF, CHN, CIV, CMR, COD, COG, DJI, ERI, ETH, GAB, GEO, GHA, GIN, GNB, GNQ, IDN, IND, IRN, IRQ, KEN, KHM, LAO, LBR, LKA, LSO, MLI, MMR, MOZ, MWI, MYS, NAM, NER, NGA, NPL, OMN, PAK, RUS, RWA, SAU, SDN, SEN, SLE, SOM, SSD, SWZ, SYR, TCD, TGO, THA, TKM, TUR, TZA, UGA, VNM, XCA, YEM, Z01, Z06, Z07, Z09, ZAF, ZMB, ZWE"
"Panthera_tigris","BGD, BTN, CHN, IDN, IND, LAO, MMR, MYS, NPL, PRK, RUS, THA, VNM, Z07"
"Panthera_uncia","AFG, BTN, CHN, IND, KAZ, KGZ, MMR, MNG, NPL, PAK, RUS, TJK, UZB, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09"
"Paracynictis_selousi","AGO, BWA, MOZ, MWI, NAM, SWZ, ZAF, ZMB, ZWE"
"Paradoxurus_hermaphroditus","AFG, BGD, BRN, BTN, CHN, IDN, IND, KHM, LAO, LKA, MMR, MYS, NPL, PAK, PHL, SGP, THA, VNM, Z01, Z06, Z07"
"Paradoxurus_jerdoni","IND"
"Paradoxurus_zeylonensis","LKA"
"Parahyaena_brunnea","AGO, BWA, LSO, MOZ, NAM, SWZ, ZAF, ZMB, ZWE"
"Pardofelis_marmorata","BGD, BTN, CHN, IDN, IND, KHM, LAO, MMR, MYS, NPL, THA, VNM, Z07"
"Poecilogale_albinucha","AGO, BDI, BWA, COD, COG, KEN, LSO, MOZ, MWI, NAM, RWA, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Poiana_leightoni","CIV, GIN, LBR"
"Poiana_richardsonii","AGO, CAF, CMR, COD, COG, GAB, GNQ, RWA, UGA"
"Potos_flavus","BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SLV, SUR, VEN"
"Prionailurus_bengalensis","AFG, BGD, BRN, BTN, CHN, IDN, IND, JPN, KHM, KOR, LAO, MMR, MYS, NPL, PAK, PHL, PRK, RUS, SGP, THA, TJK, TWN, VNM, Z01, Z04, Z06, Z07"
"Prionailurus_planiceps","BRN, IDN, MYS, THA"
"Prionailurus_rubiginosus","IND, LKA, NPL, Z01"
"Prionailurus_viverrinus","BGD, BTN, IND, KHM, LKA, MMR, NPL, PAK, THA"
"Prionodon_linsang","BRN, IDN, MMR, MYS, SGP, THA"
"Prionodon_pardicolor","BTN, CHN, IND, KHM, LAO, MMR, NPL, THA, VNM, Z07"
"Procyon_cancrivorus","ARG, BOL, BRA, COL, CRI, ECU, GUF, GUY, PAN, PER, PRY, SUR, TTO, URY, VEN"
"Procyon_lotor","BLZ, CAN, CRI, GTM, HND, MEX, NIC, PAN, SLV, USA"
"Procyon_pygmaeus","MEX"
"Proteles_cristata","AGO, BWA, DJI, EGY, ERI, ETH, KEN, LSO, MOZ, NAM, SDN, SOM, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Pteronura_brasiliensis","BOL, BRA, COL, ECU, GUF, GUY, PER, PRY, SUR, VEN"
"Puma_concolor","ARG, BLZ, BOL, BRA, CAN, CHL, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SLV, SUR, URY, USA, VEN"
"Rhynchogale_melleri","AGO, BWA, COD, MOZ, MWI, SWZ, TZA, ZAF, ZMB, ZWE"
"Salanoia_concolor","MDG"
"Speothos_venaticus","ARG, BOL, BRA, COL, CRI, ECU, GUF, GUY, PAN, PER, PRY, SUR, VEN"
"Spilogale_angustifrons","BLZ, CRI, GTM, HND, MEX, NIC, SLV"
"Spilogale_gracilis","CAN, MEX, USA"
"Spilogale_putorius","CAN, MEX, USA"
"Spilogale_pygmaea","MEX"
"Suricata_suricatta","AGO, BWA, LSO, NAM, ZAF"
"Taxidea_taxus","CAN, MEX, USA"
"Tremarctos_ornatus","ARG, BOL, COL, ECU, PER, VEN"
"Urocyon_cinereoargenteus","BLZ, CAN, COL, CRI, GTM, HND, MEX, NIC, PAN, SLV, USA, VEN"
"Urocyon_littoralis","USA"
"Ursus_americanus","CAN, MEX, USA"
"Ursus_arctos","AFG, ALB, AND, ARM, AZE, BGR, BIH, BLR, BTN, CAN, CHN, CZE, ESP, EST, FIN, FRA, GEO, GRC, HRV, HUN, IND, IRN, IRQ, ITA, JPN, KAZ, KGZ, LTU, LVA, MKD, MMR, MNE, MNG, NOR, NPL, PAK, POL, PRK, ROU, RUS, SRB, SVK, SVN, SWE, TJK, TKM, TUR, UKR, USA, UZB, XCA, XKO, Z01, Z02, Z03, Z06, Z07, Z08, Z09"
"Ursus_maritimus","CAN, GRL, RUS, SJM, SPM, USA"
"Ursus_thibetanus","AFG, BGD, BTN, CHN, IND, IRN, JPN, KHM, KOR, LAO, MMR, NPL, PAK, PRK, RUS, THA, TWN, VNM, Z01, Z04, Z05, Z06, Z07, Z09"
"Viverra_civettina","IND"
"Viverra_megaspila","IND, KHM, LAO, MMR, MYS, THA, VNM"
"Viverra_tangalunga","BRN, IDN, MYS, SGP"
"Viverra_zibetha","BGD, BTN, CHN, IND, KHM, LAO, MMR, MYS, NPL, SGP, THA, VNM, Z07"
"Viverricula_indica","BGD, BTN, CHN, IDN, IND, KHM, LAO, LKA, MMR, MYS, NPL, PAK, SGP, THA, TWN, VNM, Z01, Z07"
"Vormela_peregusna","AFG, ALB, AZE, BGR, CHN, EGY, GEO, GRC, IRN, IRQ, ISR, JOR, KAZ, KGZ, LBN, MKD, MNE, MNG, PAK, PSE, ROU, RUS, SAU, SRB, SYR, TJK, TKM, TUR, UKR, UZB, XCA, XKO"
"Vulpes_bengalensis","BGD, IND, NPL, PAK, Z01"
"Vulpes_cana","AFG, ARE, EGY, IRN, ISR, JOR, OMN, PAK, PSE, SAU, TJK, TKM, UZB, XCA, YEM"
"Vulpes_chama","AGO, BWA, LSO, NAM, SWZ, ZAF"
"Vulpes_corsac","AFG, CHN, IRN, KAZ, KGZ, MNG, RUS, TJK, TKM, UZB, XCA"
"Vulpes_ferrilata","BTN, CHN, IND, NPL, Z01, Z03, Z05, Z07, Z09"
"Vulpes_lagopus","CAN, FIN, GRL, ISL, NOR, RUS, SJM, SWE, USA"
"Vulpes_macrotis","MEX, USA"
"Vulpes_pallida","BEN, BFA, CMR, ERI, ETH, GHA, GMB, MLI, MRT, NER, NGA, SDN, SEN, SSD, TCD, TGO"
"Vulpes_rueppellii","AFG, ARE, DJI, DZA, EGY, ERI, ESH, ETH, IRN, IRQ, ISR, JOR, KWT, LBY, MAR, MLI, MRT, NER, OMN, PAK, PSE, SAU, SDN, SOM, SYR, TCD, TUN, YEM"
"Vulpes_velox","CAN, USA"
"Vulpes_vulpes","AFG, ALB, AND, ARE, ARM, AUT, AZE, BEL, BGD, BGR, BHR, BIH, BLR, BTN, CHE, CHN, CZE, DEU, DNK, DZA, EGY, ESP, EST, FIN, FRA, GBR, GEO, GIB, GRC, HRV, HUN, IND, IRL, IRN, IRQ, ISR, ITA, JOR, JPN, KAZ, KGZ, KOR, KWT, LAO, LBN, LBY, LIE, LTU, LUX, LVA, MAR, MCO, MDA, MKD, MMR, MNE, MNG, NLD, NOR, NPL, OMN, PAK, POL, PRK, PRT, PSE, QAT, ROU, RUS, SAU, SDN, SMR, SRB, SVK, SVN, SWE, SYR, TJK, TKM, TUN, TUR, UKR, UZB, VAT, VNM, XCA, XKO, YEM, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09"
"Vulpes_zerda","DZA, EGY, ESH, LBY, MAR, MLI, MRT, NER, SDN, SEN, TCD, TUN"
"Addax_nasomaculatus","MRT, NER, TCD"
"Aepyceros_melampus","AGO, BWA, COD, KEN, MOZ, MWI, NAM, RWA, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Alcelaphus_buselaphus","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, ETH, GHA, GIN, GMB, GNB, KEN, LSO, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Alces_alces","AUT, BLR, CAN, CHN, CZE, DEU, EST, FIN, KAZ, LTU, LVA, MNG, NOR, POL, RUS, SVK, SWE, UKR, USA"
"Ammodorcas_clarkei","ETH, SOM"
"Ammotragus_lervia","DZA, EGY, ESH, LBY, MAR, MLI, MRT, NER, SDN, TCD, TUN"
"Antidorcas_marsupialis","AGO, BWA, LSO, NAM, ZAF"
"Antilocapra_americana","CAN, MEX, USA"
"Antilope_cervicapra","IND, NPL, PAK"
"Arabitragus_jayakari","ARE, OMN"
"Axis_axis","BGD, BTN, IND, LKA, NPL"
"Axis_calamianensis","PHL"
"Axis_kuhlii","IDN"
"Axis_porcinus","BGD, BTN, IND, KHM, MMR, NPL, PAK, THA, Z07"
"Babyrousa_babyrussa","IDN"
"Babyrousa_celebensis","IDN"
"Babyrousa_togeanensis","IDN"
"Beatragus_hunteri","KEN"
"Bison_bison","CAN, USA"
"Bison_bonasus","BLR, POL, SVK, UKR"
"Blastocerus_dichotomus","ARG, BOL, BRA, PER, PRY"
"Bos_gaurus","BGD, BTN, CHN, IND, KHM, LAO, MMR, MYS, NPL, THA, VNM, Z07"
"Bos_javanicus","AUS, IDN, KHM, LAO, MMR, MYS, THA, VNM"
"Bos_mutus","CHN, Z01, Z03"
"Bos_sauveli","KHM, LAO, THA, VNM"
"Boselaphus_tragocamelus","IND, NPL, PAK, Z01"
"Bubalus_arnee","BTN, IND, KHM, MMR, NPL, THA, VNM"
"Bubalus_depressicornis","IDN"
"Bubalus_mindorensis","PHL"
"Bubalus_quarlesi","IDN"
"Budorcas_taxicolor","BTN, CHN, IND, MMR, Z07"
"Camelus_ferus","CHN, MNG"
"Capra_aegagrus","AFG, ARM, AZE, GEO, IRN, IRQ, PAK, RUS, TKM, TUR"
"Capra_caucasica","GEO, RUS"
"Capra_cylindricornis","AZE, GEO, RUS"
"Capra_falconeri","AFG, PAK, TJK, TKM, UZB, Z01, Z06"
"Capra_ibex","AUT, CHE, DEU, FRA, ITA, LIE, SVN"
"Capra_nubiana","EGY, ISR, JOR, OMN, PSE, SAU, SDN, YEM"
"Capra_pyrenaica","AND, ESP, FRA, PRT"
"Capra_sibirica","AFG, CHN, IND, KAZ, KGZ, MNG, PAK, RUS, TJK, UZB, Z01, Z02, Z03, Z06"
"Capra_walie","ETH"
"Capreolus_capreolus","ALB, AND, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, ESP, EST, FIN, FRA, GBR, GEO, GIB, GRC, HRV, HUN, IRN, ITA, LIE, LTU, LUX, LVA, MCO, MDA, MKD, MNE, NLD, NOR, POL, PRT, ROU, RUS, SMR, SRB, SVK, SVN, SWE, TUR, UKR, VAT, XCA, XKO"
"Capreolus_pygargus","CHN, KAZ, KGZ, KOR, MNG, PRK, RUS, TJK, UZB"
"Capricornis_crispus","JPN"
"Capricornis_rubidus","CHN, IND, MMR, Z07"
"Capricornis_sumatraensis","BGD, BTN, CHN, IDN, IND, KHM, LAO, MMR, MYS, NPL, THA, VNM, Z01, Z05, Z06, Z07, Z09"
"Capricornis_swinhoei","TWN"
"Catagonus_wagneri","ARG, BOL, PRY"
"Cephalophus_adersi","KEN, SOM, TZA"
"Cephalophus_callipygus","CAF, CMR, COD, COG, GAB, GNQ"
"Cephalophus_dorsalis","AGO, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNB, GNQ, LBR, NGA, SEN, SLE, TGO, UGA"
"Cephalophus_harveyi","ETH, KEN, MWI, SOM, TZA, ZMB"
"Cephalophus_jentinki","CIV, GIN, LBR, SLE"
"Cephalophus_leucogaster","CAF, CMR, COD, COG, GAB, GNQ"
"Cephalophus_natalensis","MOZ, MWI, SWZ, TZA, ZAF"
"Cephalophus_niger","BEN, CIV, GHA, GIN, LBR, NGA, SLE, TGO"
"Cephalophus_nigrifrons","AGO, BDI, CAF, CMR, COD, COG, GAB, GNQ, KEN, NGA, RWA, UGA"
"Cephalophus_ogilbyi","CIV, CMR, COG, GAB, GHA, GIN, GNQ, LBR, NGA, SLE"
"Cephalophus_rufilatus","BEN, BFA, CAF, CIV, CMR, COD, GHA, GIN, GMB, GNB, LBR, MLI, NER, NGA, SDN, SEN, SLE, SSD, TCD, TGO, UGA"
"Cephalophus_silvicultor","AGO, BDI, BEN, BFA, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GMB, GNB, GNQ, LBR, MLI, NGA, RWA, SDN, SEN, SLE, SSD, TCD, TGO, TZA, UGA, ZMB"
"Cephalophus_spadix","KEN, TZA"
"Cephalophus_weynsi","BDI, CAF, COD, COG, KEN, RWA, SSD, TZA, UGA"
"Cephalophus_zebra","CIV, GIN, LBR, SLE"
"Cervus_albirostris","CHN"
"Cervus_canadensis","BTN, CAN, CHN, IND, KAZ, MNG, PRK, RUS, USA, Z07"
"Cervus_elaphus","AND, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, DZA, ESP, EST, FIN, FRA, GBR, GEO, GIB, GRC, HRV, HUN, IRL, IRN, IRQ, ITA, LIE, LTU, LUX, LVA, MAR, MDA, MKD, MNE, NLD, NOR, POL, PRT, ROU, RUS, SMR, SRB, SVK, SVN, SWE, SYR, TUN, TUR, UKR, XCA, XKO"
"Cervus_hanglu","AFG, CHN, KAZ, TJK, TKM, UZB, Z01"
"Cervus_nippon","CHN, JPN, RUS"
"Choeropsis_liberiensis","CIV, GIN, LBR, SLE"
"Connochaetes_gnou","BWA, LSO, SWZ, ZAF"
"Connochaetes_taurinus","AGO, BWA, KEN, MOZ, NAM, SWZ, TZA, ZAF, ZMB, ZWE"
"Dama_dama","ALB, BGR, BIH, GRC, HRV, ITA, MKD, MNE, ROU, SRB, TUR, VAT, XKO"
"Dama_mesopotamica","IRN, ISR"
"Damaliscus_lunatus","AGO, BEN, BFA, BWA, CAF, CMR, COD, ETH, GHA, KEN, MOZ, NAM, NER, NGA, RWA, SDN, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Damaliscus_pygargus","LSO, SWZ, ZAF"
"Dorcatragus_megalotis","DJI, ETH, SOM"
"Elaphodus_cephalophus","CHN, MMR"
"Elaphurus_davidianus","CHN"
"Eudorcas_albonotata","ETH, SSD"
"Eudorcas_rufifrons","BEN, BFA, CAF, CMR, MLI, MRT, NER, NGA, SDN, SEN, SSD, TCD"
"Eudorcas_thomsonii","KEN, TZA"
"Eudorcas_tilonura","ERI, ETH, SDN"
"Gazella_arabica","ARE, ISR, JOR, OMN, SAU, YEM"
"Gazella_bennettii","AFG, IND, IRN, PAK"
"Gazella_cuvieri","DZA, ESH, MAR, TUN"
"Gazella_dorcas","BFA, DJI, DZA, EGY, ERI, ESH, ESP, ETH, ISR, JOR, LBY, MAR, MLI, MRT, NER, PSE, SDN, SOM, TCD, TUN"
"Gazella_gazella","EGY, ISR, JOR, LBN, PSE, SYR, TUR"
"Gazella_leptoceros","DZA, EGY, LBY, NER, TUN"
"Gazella_marica","ARE, BHR, IRQ, JOR, KWT, OMN, QAT, SAU, SYR, TUR, YEM"
"Gazella_spekei","ETH, SOM"
"Gazella_subgutturosa","AFG, AZE, CHN, IRN, IRQ, KAZ, KGZ, MNG, PAK, RUS, TJK, TKM, TUR, UZB, XCA"
"Giraffa_camelopardalis","AGO, BWA, CAF, CMR, COD, ETH, KEN, MOZ, NAM, NER, NGA, RWA, SDN, SOM, SSD, SWZ, TCD, TZA, UGA, ZAF, ZMB, ZWE"
"Hemitragus_jemlahicus","CHN, IND, NPL, Z01, Z05, Z09"
"Hippocamelus_antisensis","ARG, BOL, CHL, PER"
"Hippocamelus_bisulcus","ARG, CHL"
"Hippopotamus_amphibius","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, GMB, GNB, GNQ, KEN, LBR, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Hippotragus_equinus","AGO, BEN, BFA, BWA, CAF, CIV, CMR, COD, ERI, ETH, GHA, GIN, GMB, GNB, KEN, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SSD, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Hippotragus_niger","AGO, BDI, BWA, COD, KEN, MOZ, MWI, NAM, TZA, ZAF, ZMB, ZWE"
"Hydropotes_inermis","CHN, KOR, PRK"
"Hyemoschus_aquaticus","AGO, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNB, GNQ, LBR, NGA, SLE, UGA"
"Hylochoerus_meinertzhageni","BDI, CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, KEN, LBR, NGA, RWA, SLE, SSD, UGA"
"Kobus_ellipsiprymnus","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, COG, ERI, ETH, GAB, GHA, GIN, GMB, GNB, KEN, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Kobus_kob","BEN, BFA, CAF, CIV, CMR, COD, ETH, GHA, GIN, GMB, GNB, KEN, MLI, NER, NGA, SDN, SEN, SSD, TCD, TGO"
"Kobus_leche","AGO, BWA, COD, NAM, ZMB, ZWE"
"Kobus_megaceros","ETH, SSD"
"Kobus_vardonii","AGO, COD, MWI, TZA, ZMB"
"Lama_guanicoe","ARG, BOL, CHL, PER"
"Litocranius_walleri","DJI, ETH, KEN, SOM, TZA"
"Madoqua_guentheri","ETH, KEN, SOM, SSD, UGA"
"Madoqua_kirkii","AGO, KEN, NAM, RWA, SOM, TZA, UGA"
"Madoqua_piacentinii","ETH, SOM"
"Madoqua_saltiana","DJI, ERI, ETH, KEN, SDN, SOM"
"Mazama_americana","ARG, BOL, BRA, COL, ECU, GUF, GUY, PER, PRY, SUR, VEN"
"Mazama_bororo","BRA"
"Mazama_bricenii","COL, VEN"
"Mazama_chunyi","BOL, PER"
"Mazama_gouazoubira","ARG, BOL, BRA, PAN, PRY, URY"
"Mazama_nana","ARG, BRA, PRY"
"Mazama_nemorivaga","BOL, BRA, COL, ECU, GUF, GUY, PER, SUR, VEN"
"Mazama_pandora","BLZ, GTM, MEX"
"Mazama_rufina","COL, ECU, PER"
"Mazama_temama","BLZ, COL, CRI, GTM, HND, MEX, NIC, PAN, SLV"
"Moschiola_indica","IND, NPL"
"Moschiola_kathygre","LKA"
"Moschiola_meminna","LKA"
"Moschus_anhuiensis","CHN"
"Moschus_berezovskii","CHN, VNM"
"Moschus_chrysogaster","BTN, CHN, IND, NPL, Z07"
"Moschus_cupreus","AFG, PAK, Z01, Z06"
"Moschus_fuscus","BTN, CHN, IND, MMR, NPL, Z07"
"Moschus_leucogaster","BTN, CHN, IND, NPL, Z01, Z05, Z06, Z09"
"Moschus_moschiferus","CHN, KAZ, KOR, MNG, PRK, RUS"
"Muntiacus_atherodes","BRN, IDN, MYS"
"Muntiacus_crinifrons","CHN"
"Muntiacus_feae","MMR, THA"
"Muntiacus_gongshanensis","CHN, IND, MMR, Z07"
"Muntiacus_montanus","IDN"
"Muntiacus_muntjak","BRN, IDN, MYS, SGP, THA"
"Muntiacus_puhoatensis","LAO, VNM"
"Muntiacus_putaoensis","CHN, IND, MMR, Z07"
"Muntiacus_reevesi","CHN, GBR, TWN"
"Muntiacus_rooseveltorum","CHN, LAO, VNM"
"Muntiacus_truongsonensis","LAO, VNM"
"Muntiacus_vaginalis","BGD, BTN, CHN, IND, KHM, LAO, LKA, MMR, NPL, PAK, THA, VNM, Z01, Z07"
"Muntiacus_vuquangensis","KHM, LAO, VNM"
"Naemorhedus_baileyi","CHN, IND, MMR, Z07"
"Naemorhedus_caudatus","CHN, KOR, PRK, RUS"
"Naemorhedus_goral","AFG, BTN, CHN, IND, NPL, PAK, Z01, Z06, Z07, Z09"
"Nanger_dama","MLI, NER, TCD"
"Nanger_granti","ETH, KEN, SOM, SSD, TZA, UGA"
"Nanger_soemmerringii","DJI, ERI, ETH, SDN, SOM"
"Neotragus_batesi","CAF, CMR, COD, COG, GAB, GNQ, NGA, UGA"
"Neotragus_pygmaeus","CIV, GHA, GIN, LBR, SLE"
"Nesotragus_moschatus","KEN, MOZ, MWI, SOM, SWZ, TZA, ZAF, ZMB, ZWE"
"Nilgiritragus_hylocrius","IND"
"Odocoileus_hemionus","CAN, MEX, USA"
"Odocoileus_virginianus","BLZ, BOL, BRA, CAN, CHL, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, SLV, SUR, USA, VEN"
"Okapia_johnstoni","COD"
"Oreamnos_americanus","CAN, USA"
"Oreotragus_oreotragus","AGO, BDI, BWA, CAF, CMR, COD, DJI, ERI, ETH, KEN, LSO, MOZ, MWI, NAM, NGA, RWA, SDN, SOM, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Oryx_beisa","DJI, ERI, ETH, KEN, SOM, SSD, TZA, UGA"
"Oryx_gazella","AGO, BWA, NAM, ZAF, ZWE"
"Oryx_leucoryx","ARE, ISR, OMN, SAU"
"Ourebia_ourebi","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, ERI, ETH, GHA, GIN, GMB, GNB, KEN, LSO, MLI, MOZ, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Ovibos_moschatus","CAN, GRL, USA"
"Ovis_ammon","AFG, CHN, IND, KAZ, KGZ, MNG, NPL, RUS, TJK, UZB, Z01, Z03, Z04, Z06, Z08"
"Ovis_canadensis","CAN, MEX, USA"
"Ovis_dalli","CAN, USA"
"Ovis_gmelini","ARM, AZE, CYP, IRN, IRQ, TUR, ZNC"
"Ovis_nivicola","RUS"
"Ovis_vignei","AFG, IRN, KAZ, PAK, TJK, TKM, UZB, Z01, Z06"
"Ozotoceros_bezoarticus","ARG, BOL, BRA, PER, PRY, URY"
"Pantholops_hodgsonii","CHN, Z01, Z03, Z08"
"Pecari_tajacu","ARG, BLZ, BOL, BRA, COL, CRI, ECU, GTM, GUF, GUY, HND, MEX, NIC, PAN, PER, PRY, SLV, SUR, TTO, USA, VEN"
"Pelea_capreolus","LSO, NAM, SWZ, ZAF"
"Phacochoerus_aethiopicus","DJI, ETH, KEN, SOM, TZA"
"Phacochoerus_africanus","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, DJI, ERI, ETH, GHA, GIN, GMB, GNB, KEN, LBR, LSO, MLI, MOZ, MRT, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Philantomba_maxwellii","BFA, CIV, GHA, GIN, GMB, GNB, LBR, MLI, SEN, SLE"
"Philantomba_monticola","AGO, BDI, CAF, CMR, COD, COG, GAB, GNQ, KEN, MOZ, MWI, NGA, RWA, SDN, SOM, SSD, TCD, TZA, UGA, ZAF, ZMB, ZWE"
"Philantomba_walteri","BEN, NGA, TGO"
"Porcula_salvania","BTN, IND"
"Potamochoerus_larvatus","AGO, BDI, BWA, CAF, COD, COG, ETH, KEN, MOZ, MWI, NAM, RWA, SOM, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Potamochoerus_porcus","AGO, BDI, BEN, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GMB, GNB, GNQ, LBR, MLI, NGA, RWA, SEN, SLE, SSD, TCD, TGO, UGA"
"Procapra_gutturosa","CHN, MNG, RUS"
"Procapra_picticaudata","BTN, CHN, IND, NPL, Z01, Z03, Z06, Z08"
"Procapra_przewalskii","CHN"
"Pseudois_nayaur","BTN, CHN, IND, MMR, NPL, Z01, Z02, Z03, Z04, Z05, Z06, Z07, Z08, Z09"
"Pseudoryx_nghetinhensis","LAO, VNM"
"Pudu_mephistophiles","COL, ECU, PER"
"Pudu_puda","ARG, CHL"
"Rangifer_tarandus","CAN, FIN, GRL, MNG, NOR, RUS, SJM, USA"
"Raphicerus_campestris","AGO, BWA, KEN, LSO, MOZ, NAM, SWZ, TZA, ZAF, ZMB, ZWE"
"Raphicerus_melanotis","ZAF"
"Raphicerus_sharpei","BWA, COD, MOZ, MWI, NAM, SWZ, TZA, ZAF, ZMB, ZWE"
"Redunca_arundinum","AGO, BWA, COD, COG, GAB, LSO, MOZ, MWI, NAM, SWZ, TZA, ZAF, ZMB, ZWE"
"Redunca_fulvorufula","BWA, CMR, ETH, KEN, LSO, NGA, SSD, SWZ, TZA, UGA, ZAF"
"Redunca_redunca","BDI, BEN, BFA, CAF, CIV, CMR, COD, ERI, ETH, GHA, GIN, GMB, GNB, KEN, MLI, MOZ, MRT, NER, NGA, RWA, SDN, SEN, SSD, TCD, TGO, TZA, UGA, ZMB"
"Rucervus_duvaucelii","BTN, IND, NPL"
"Rucervus_eldii","CHN, IND, KHM, LAO, MMR, THA, VNM"
"Rupicapra_pyrenaica","AND, ESP, FRA, ITA"
"Rupicapra_rupicapra","ALB, AUT, AZE, BGR, BIH, CHE, DEU, FRA, GEO, GRC, HRV, ITA, LIE, MKD, MNE, POL, ROU, RUS, SRB, SVK, SVN, TUR, XKO"
"Rusa_alfredi","PHL"
"Rusa_marianna","PHL"
"Rusa_timorensis","IDN"
"Rusa_unicolor","BGD, BRN, BTN, CHN, IDN, IND, KHM, LAO, LKA, MMR, MYS, NPL, SGP, THA, TWN, VNM, Z07"
"Saiga_tatarica","KAZ, MNG, RUS, UZB"
"Sus_ahoenobarbus","PHL"
"Sus_barbatus","BRN, IDN, MYS"
"Sus_cebifrons","PHL"
"Sus_celebensis","IDN"
